sido,sigungu,hotelname,,opendate,closedate,level2013,level2014,level2015,level2016,level2017,level2018,level2019,level2020,level_final,address,id_regist,level2013_old,group,capacity,phone,land,좌표정보_X_,좌표정보_Y_,level2014_old,level2015_old,level2016_old,level2017_old,level2018_old,level2019_old,firmname,level2020_old,level_assigned,floors,gfa,facility,openyear,결정등급
서울,강남구,파고다 호텔((구)호텔 라미르),,20081105,20190225,,,,,A40,,,,,서울특별시 강남구 언주로 547,5845,,관광호텔업,150,02  557 8267,3812.16,203468.914,444937.661,,,미정(심사중),2성급,,,,,,,,,2008,
서울,강남구,팝그린관광호텔,,19830328,20150518,A30,A30,,,,,,,,서울특별시 강남구 신사동 614-1,5847,1등급,관광호텔업,69,02 5446623,4559.68,202545.5954,447231.9549,1등급,,,,,,,,,,,,1983,
서울,강남구,다이내스티관광호텔,,19891228,20180731,A40,A40,,,,,,,,서울특별시 강남구 논현동 202-7,5850,2등급,관광호텔업,64,02 5403041,5537.04,202355.7537,444839.7257,2등급,,미정,,,,,,,,,,1989,
서울,강남구,호텔 더 디자이너스,,20120628,20120705,,,,,,,,,,"서울특별시 강남구 삼성동 144-7,8",5854,,관광호텔업,90,02  568 8371,3383,204801.7541,445016.794,,,,,,,,,,,,,2012,
서울,강남구,벨레상스 서울 호텔,,19880609,20161122,,,,A10,,,,,,강남구 테헤란로 237,5926,,관광호텔업,497,02 5535414,17142.35,203599.0628,444556.0623,,,특1등급,,,,,,,,,,1988,
서울,강남구,호텔엘루이,,19920422,20170403,A20,A20,,,,,,,,서울특별시 강남구 청담동 129,5946,특2등급,관광호텔업,139,02 5143535,17066.77,204727.2268,447092.8154,특2등급,,미정(심사중),,,,,,,,,,1992,
서울,강남구,그린그래스관광호텔,,19881209,20170201,A30,A30,A40,,,,,,,서울특별시 강남구 삼성동 141-10,5955,1등급,관광호텔업,76,02 5557575,1743.49,204369.881,444844.4479,1등급,2성급,,,,,,,,,,,1988,
서울,강남구,베네치아,,19830614,20181109,,,,,,,,,,서울특별시 강남구 역삼동 606-28,5964,,관광호텔업,62,02 5564001,1895.77,202942.5806,444880.3279,,,,,,,,,,,,,1983,
서울,강남구,라까사호텔,,19900223,,A30,A30,A30,A30,A30,A30,,,,서울특별시 강남구 신사동527-2,6026,1등급,관광호텔업,61,02 5411011,3017.7,201658.4166,446639.5661,1등급,1등급,3성,3성급,3성급,기간만료,(주)라까사호텔,기간만료,2020.12.28.,11(2~9),"4,638.17 2,940.71",,1990,
서울,강남구,르네상스서울호텔,,20210506,,A10,A10,A10,,,,,,,서울특별시 강남구 역삼동 676,6041,특1등급,관광호텔업,497,02  727 7361,20954.12,203599.0628,444556.0623,특1등급,특1등급,,,,,,,,,,,2021,
서울,강남구,제이비스호텔,,20011004,,A40,A40,,,A40,,,,,서울특별시 강남구 대치동 890-28,6094,2등급,관광호텔업,53,234528663,1917.98,204608.135,444745.055,2등급,,미정,2등급,,,,,,,,,2001,
서울,강동구,아르고호텔,,20030804,,,,,,,,,,,서울특별시 강동구 길1동 415-18,6412,,관광호텔업,55,02  470 2500,2157.69,212025.7137,448227.3781,,,,,,,,,,,,,2003,
부산,중구,피닉스호텔,,19761200,20150610,A30,A30,,,,,,,,부산광역시 중구 구덕로 54-1,6615,1등급,관광호텔업,107,051 2427032,6709,385007.0179,179584.9839,1등급,,,,,,,,,,,,1976,
부산,중구,수이호스텔,,20191112,,,,,,,,,,,부산광역시 중구 중앙대로41번길 3-1 (중앙동1가),6659,,관광호텔업,7,051 246 3657,208.8000031,385574.5205,179902.8603,,,,,,,김성수,-,2020.12.39.,지상5층,530.39,-,2019,
부산,중구,호텔 빌리,,20200108,.,,,,,,,,,,부산광역시 중구 보수대로106번길 5 (보수동3가),6660,,관광호텔업,29,,163.1999969,384256.5059,180321.1982,,,,,,,김홍빈,등급없음,2020.12.37.,지하1층~지상8층,1035.27,-,2020,
부산,중구,브로시스 호텔,,20200724,,,,,,,,,,,부산광역시 중구 구덕로48번길 4 (남포동4가),6663,,관광호텔업,48,,472.6000061,385108.2876,179612.1737,,,,,,,성락식,-,2020.12.40.,지하2층~지상8층,2838.76,-,2020,
부산,중구,로얄관광호텔,,19821210,,A30,,,,,,,,,부산광역시 중구 광복로67번길 8,6742,1등급,관광호텔업,100,051 2411051,6488,385281.0971,179685.3524,,,-,,,-,김기철,등급없음,2020.12.35.,지하2층~지상16층,6569.09,-,1982,
부산,중구,힐사이드 관광호텔,,19880304,,A40,A40,,,,,,,,부산광역시 중구 중구로 160,6786,2등급,관광호텔업,45,051 4640567,836,385551.3951,180800.3253,2등급,,,,,,,,,,,,1988,
부산,중구,책앤아웃호스텔,,20170327,,,,,,,,,,,"부산광역시 중구 초량중로 8-1, 2층",6812,,관광호텔업,2,,60.65,385580.1904,181198.1507,,,,,,,박배웅,-,2020.12.38.,지하1층~지상4층,302.3,-,2017,
부산,동구,부산아리랑관광호텔,,19770413,20170103,A30,A30,,,,,,,,부산광역시 동구 중앙대로 196번길 8,7152,1등급,관광호텔업,120,051 4635001,8302.38,385939.5838,181366.4437,1등급,,-,,,,,,,,,,1977,
부산,동구,㈜삼양관광프라자호텔,,19720527,20170221,A40,A40,,,,,,,,부산광역시 동구 중앙대로180번길 12-15,7220,2등급,관광호텔업,61,051 4635011,1352.58,385891.8539,181102.7408,2등급,,,,,,,,,,,,1972,
부산,동구,국제관광호텔,,19811121,,A30,A40,A40,A40,A40,,,,,부산광역시 동구 범일로90번길 17,7262,1등급,관광호텔업,134,051 6421330,10449.82,387823.7179,184076.4814,2등급,2등급,2등급,2등급,,,,,,,,,1981,
부산,동구,(주)코리아시티,,19880901,,A50,A50,,,,,,,,부산광역시 동구 조방로 10,7339,3등급,관광호텔업,40,051 6437788,941.9,388002.4483,184046.2782,3등급,,,,,,,,,,,,1988,
부산,부산진구,하운드 관광호텔,,19850918,,,,A40,A40,A40,,,,,부산광역시 부산진구 중앙대로691번가길 10,7822,,관광호텔업,40,051809 7474,1470.07,387278.0849,185899.3526,,2성급,2성급,2성급,,,,,,,,,1985,
부산,부산진구,관광호텔 42번가,,20081024,,,,,,,,,,,부산광역시 부산진구 부전로 57,7918,,관광호텔업,37,051 809 2595,1589.2,387170.6688,185899.8803,,,등급보류,,,,,,,,,,2008,
부산,부산진구,더클럽 관광호텔,,20150310,,,,A50,A50,A50,,,,,부산광역시 부산진구 중앙대로691번길 46,8019,,관광호텔업,58,051 808 0125,2602,387314.6636,185900.0791,,3등급,3등급,3등급,,,,,,,,,2015,
부산,동래구,(주)동일관광호텔,,19811127,20140307,A20,,,,,,,,,부산광역시 동래구 온천장로 71,8202,특2등급,관광호텔업,32,051 556 2222,1736.68,389473.3199,192933.5382,,,,,,,,,,,,,1981,
부산,동래구,브라운도트 사직야구장점,,20200728,,,,,,,,,,,부산 동래구 사직북로13번길 11,8342,,관광호텔업,61,051 971 0511,,387564.8878,190550.1425,,,,,,,김국선,-,-,지하1층~지상10층,2606.23,,2020,
부산,동래구,호텔하늘아래,,20040623,20180810,,,,,,,,,,부산광역시 동래구 차밭골로 7,8361,,관광호텔업,31,051 5566364,1732.28,389395.7603,192989.8925,,,-,,,,,,,,,,2004,
부산,동래구,문화온천관광호텔,,19820322,20190704,A50,,,,,,,,,부산광역시 동래구 금강로 129,8362,3등급,관광호텔업,40,051 5585505,930.44,389322.4008,193209.1315,,,,,,,,,,,,,1982,
부산,남구,리오호텔,,19891204,20161205,A50,A50,,,,,,,,부산광역시 남구 수영로 180,8535,3등급,관광호텔업,40,051 645 3300,1596.89,390072.8674,183705.8643,3등급,,미등급,,,,,,,,,,1989,
부산,북구,브라운도트호텔 덕천점,,20190710,,,,,,,,,,,"부산광역시 북구 금곡대로8번길 20, 브라운도트호텔",8850,,관광호텔업,47,,1895.65,382619.4438,192023.4989,,,,,,등급보류,정경숙,-,-,지하1층~지상10층,2.340.27,,2019,
부산,해운대구,송정관광호텔,,19980917,,A30,A30,,A30,,,,,,부산광역시 해운대구 송정해변로 28,9129,1등급,관광호텔업,60,051 7027766,1847.99,400614.1942,189096.4315,1등급,,1등급,,,,,,,,,,1998,
부산,해운대구,GT호텔,,20030729,20210226,,,A40,A40,,,,,,부산광역시 해운대구 해운대해변로221번길 19,9247,,관광호텔업,47,051 7464461,1754.16,396389.8364,186703.4038,,2등급,2등급,,,,,,,,,,2003,
부산,해운대구,노보텔 앰배서더 부산,,19880701,20190221,A10,A10,A10,A10,A10,A10,,,,부산광역시 해운대구 해운대해변로 292,9355,특1등급,관광호텔업,329,051 7431234,13673,397022.9716,186692.0646,특1등급,특1등급,특1등급,특1등급,특1등급,,,,,,,,1988,
부산,해운대구,해운대그랜드호텔,,19960525,20191231,A10,A10,A10,A10,A10,A10,,,,부산광역시 해운대구 해운대해변로 217,9414,특1등급,관광호텔업,320,051 7400114,21621.03,396311.4784,186563.9636,특1등급,특1등급,특1등급,5성급,5성급,,,,,,,,1996,
부산,사하구,레이어스호텔,,20200921,,,,,,,,,,,부산광역시 사하구 낙동남로 1395(하단동),9528,,관광호텔업,350,051 271 1140,944.5800171,379032.3415,180407.1451,,,,,,,㈜지원홀딩스,-,-,지하2층~지상26층,13439.63,"휴게음식점, 사우나,소매점 등",2020,
부산,사하구,크로바호텔,,19871106,,A50,,,,,,,,,부산광역시 사하구 사하로 166,9577,3등급,관광호텔업,30,051 2056611,877.84,381753.5096,179296.1779,,,,,,,,,,,,,1987,
부산,연제구,콘티넬탈호텔,,20061102,20181123,,,,,,,,,,부산광역시 연제구 반송로 40,9936,,관광호텔업,60,051 8670900,3958,389843.4339,189632.2123,,,-,,,,,,,,,,2006,
부산,연제구,관광호텔미라보,,20010927,,A30,A30,,,,,,,,부산광역시 연제구 중앙대로 1121,10017,1등급,관광호텔업,34,051 8666225,2536.71,389597.5815,189908.1093,1등급,,-,,,,,,,,,,2001,
부산,수영구,베니키아 프레스관광호텔,,20101214,20150901,A40,,,,,,,,,부산광역시 수영구 남천동 25-6,10104,2등급,관광호텔업,54,051 611 0003,1333.69,392224.8282,184910.6864,,,,,,,,,,,,,2010,
부산,사상구,브라운도트호텔 사상점,,20160707,,,,,A40,A40,A40,,,,부산광역시 사상구 광장로81번길 55,10466,,관광호텔업,,,2446.32,380690.1951,186879.1603,,,2등급,2성급,2성급,기간만료,,,,,,,2016,
부산,사상구,플라밍고호텔,,19901215,20191219,A30,A30,A30,A30,A30,,,,,부산광역시 사상구 낙동대로 713,10512,1등급,관광호텔업,74,051 3108534,2216.62,379217.521,182483.6681,1등급,1등급,1등급,1등급,,,,,,,,,1990,
부산,기장군,브라운도트 호텔,1성,20161026,,,,,,,,,,,부산광역시 기장군 정관읍 산단1로 98-31,10741,,관광호텔업,41,051 741 1336,2174.06,398339.0138,204037.0103,,,,,,,브라운도트 호텔,,,지상8층,2174.06,"프론트, 로비, 조식공간등",2016,
대구,동구,호텔에어포트,,20020719,,A30,A30,,,A40,A40,,,,대구광역시 동구 공항로 221,11405,1등급,관광호텔업,51,053 2600001,7534.55,347946.2476,267876.7184,1등급,,1등급 (등급심사중),2성급,2성급,2,,,,,,,2002,
대구,서구,㈜뉴대구호텔,,20030805,20180430,A30,A30,,,,,,,,대구광역시 서구 서대구로 45,11532,1등급,관광호텔업,54,053 5592100,8030.9,340481.1647,263539.7328,1등급,,1등급 (등급심사중),,,,,,,,,,2003,
대구,남구,(주)이랜드파크 프린스호텔,,19881215,20190802,A20,A20,A30,A30,A30,A30,,,,대구광역시 남구 명덕로 148,11802,특2등급,관광호텔업,117,053 6281001,4399.2,343216.8885,262962.0379,특2등급,1등급,1등급,1등급,1등급,,,,,,,,1988,
대구,북구,(주)호텔 인터불고 엑스코,5성,20081216,,A10,A10,A20,A20,A20,,,,,대구광역시 북구 유통단지로 80,11966,특1등급,관광호텔업,303,053 380 0114,44617.7,345396.5604,268598.9428,특1등급,특2등급,특2등급,특2등급,,등급없음,김삼남,-,-,지하4층~17층,54703.44,"관광호텔, 옥외수영장, 예식홀, 유흥주점, 카페 등",2008,
대구,달성군,약산온천관광호텔,,19970116,,A50,A50,,A50,,,,,,대구광역시 달성군 논공 약산덧재길 81,12461,3등급,관광호텔업,33,053 6161100,1062.41,328965.1307,250161.4639,3등급,,3등급,,,-,㈜파라다이스 온천호텔,-,-,지하1층~지상3층,6896.14,"목욕장, 단란주점, 음식점 등",1997,
인천,중구,을왕관광호텔,,20040513,20181105,,,,,,,,,,중구 용유서로 304번길 12,12692,,관광호텔업,44,032 7512233,2114,144737.4314,438436.2752,,,,,,,노명순,,,지하1층~지상5층,1992.05,레스토랑 1개,2004,
인천,중구,호텔오션뷰,,20051226,,,,,,A50,A40,,,,인천광역시 중구 선녀바위로55번길 13,12709,,관광호텔업,30,032 7460075,907.07,144945.5347,437923.1086,,,평가중,3등급,2성급,등급없음,김성호,등급없음,,지하1층~지상7층,1137.84,레스토랑 1개,2005,
인천,중구,갤럭시관광호텔,,20121115,,A30,A50,A50,A50,A50,,,,,인천광역시 중구 월미문화로 9,12749,1등급,관광호텔업,33,032 777 2500,1274.84,164474.2361,441718.5052,3등급,3등급,3등급,3등급,,,,,,,,,2012,
인천,중구,오션사이드관광호텔,,20071017,,A40,A40,,A40,A40,A50,,,,인천광역시 중구 마시란로40,12834,2등급,관광호텔업,53,032 746 0072,1960.13,148697.8859,436202.8875,2등급,,2등급,2등급,1성급,등급없음,"변재영, 변지영",등급없음,,지하1층~지상5층,2671.81,레스토랑 1개,2007,
인천,중구,워커힐인천공항 환승호텔,,20010312,,,A30,A30,A30,,,,,,인천광역시 중구 공항로 272,12876,,관광호텔업,96,032 7433000,1817,150478.6591,442070.0102,1등급,1등급,1등급,,,,,,,,,,2001,
인천,미추홀구,수봉관광호텔,,19880922,20151117,,A40,,,,,,,,인천광역시 남구 경인로 195,13273,,관광호텔업,,3208686611,1182.97,170261.0571,440435.7761,2등급,,,,,,,,,,,,1988,
인천,연수구,베니키아프리미어 송도브릿지호텔,,20090712,20150820,A20,A20,,,,,,,,인천광역시 연수구 컨벤시아대로233,13634,특2등급,관광호텔업,241,032 210 3505,10386.4,167949.2287,431426.9922,특2등급,,,,,,,,,,,,2009,
인천,연수구,코코호텔,,20171031,,,,,,,,,,,연수구 용담로85번길 8-8,13707,,관광호텔업,50,032 814 6662,2460.84,171209.3341,434991.2796,,,,,,,,,,,,,2017,
인천,남동구,첼시호텔,,20050411,20180904,A50,,,,,,,,,인천광역시 남동구 용천로153번길 30,13742,3등급,관광호텔업,53,032 4347518,3579.38,174543.5588,440248.073,,,등급보류,,,,,,,,,,2005,
인천,서구,비즈 레지던스,,20150313,,,,,,,,,,,"인천광역시 서구 길주로 79, 10층",14573,,관광호텔업,69,,1078.25,170845.0637,444993.8378,,,ㅡ,,,,,,,,,,2015,
광주,동구,호텔히딩크콘티넨탈,,20030607,20170605,A40,A40,,,,,,,,광주광역시 동구 서석로10번길 5,15199,2등급,관광호텔업,55,062 2278500,5331.18,192221.9962,182822.5365,2등급,,등급없음,,,,,,,,,,2003,
광주,동구,GJ광주그린호텔,,20030607,20170607,,,,A40,,,,,,광주광역시 동구 구성로 145,15221,,관광호텔업,44,062 2521000,1055.06,191737.499,183451.8627,,,2등급,,,,,,,,,,2003,
광주,동구,(주)파레스관광호텔,,19881228,,A30,A30,,,,,,,,광주광역시 동구 중앙로160번길 13,15519,1등급,관광호텔업,30,062  2222525,1409.28,192147.8715,183178.8466,1등급,,등급보류,,,,,,,,,,1988,
광주,서구,(주)호텔예술의전당,,20101110,20190117,A30,A30,A50,A50,A50,,,,,광주광역시 서구 시청로20번길 2,15644,1등급,관광호텔업,61,062 600 9999,3390,186446.035,183445.3013,1등급,3등급,3등급,3등급,,,,,,,,,2010,
광주,남구,프라도관광호텔,,20001208,20181231,A20,A20,A30,A30,A30,,,,,광주광역시 남구 독립로 19,15887,특2등급,관광호텔업,111,062 6549999,3621.81,190902.0895,181822.343,특2등급,1등급,1등급,1등급,,,,,,,,,2000,
광주,북구,리젠트관광호텔,,20001123,20181001,,,,,,,,,,광주광역시 북구 북문대로 86-4,16325,,관광호텔업,37,062 5215500,2536.4,188800.6156,186546.8441,,,등급보류,,,,,,,,,,2000,
광주,광산구,싼타모 관광호텔,,19970624,,A40,A40,,,,,,,,광주광역시 광산구 사암로216번길 10-11,16643,2등급,관광호텔업,38,062 9565000,1538,182574.2424,184844.9628,2등급,,,,,,,,,,,,1997,
대전,동구,에이치.아이호텔((구) 한일관광호텔),,19891007,,A50,A50,,,,,,,,대전광역시 동구 용운로 169,16688,3등급,관광호텔업,31,042 2834401,1365.43,241341.2542,314241.0853,3등급,,,,,,,,,,,,1989,
대전,동구,샤모니웨딩관광호텔,,19900608,,A30,A30,,,,,,,,대전광역시 동구 동서대로1683번길46-8,16718,1등급,관광호텔업,65,042 6218400,6700.98,239072.7955,316787.2554,1등급,,등급없음,,,,,,,,,,1990,
대전,동구,코스모스관광호텔,,19891229,20151113,A30,A30,,,,,,,,대전광역시 동구 동서대로1695번길8,16857,1등급,관광호텔업,32,042 6283400,877.72,239243.1025,316671.4401,1등급,,,,,,,,,,,,1989,
대전,중구,럭키관광호텔,,19891123,,A40,A40,A50,A50,A50,,,,,대전광역시 중구 당디로 112,17348,2등급,관광호텔업,30,042 5839481,991.18,235104.4851,312755.5467,2등급,3등급,3등급,3등급,,,,,,,,,1989,
대전,중구,반지관광호텔,,20080911,,A50,A50,,A50,,,,,,대전광역시 중구 대종로386번길 45,17361,3등급,관광호텔업,48,042 221 7733,1821,238831.5292,313420.7514,3등급,,3등급,,,,,,,,,,2008,
대전,중구,베니스호텔,,20051122,,,,,,,,,,,대전광역시 중구 당디로 104,17447,,관광호텔업,39,042 5812944,1826.97,235108.819,312676.7653,,,등급없음,,,,,,,,,,2005,
